guid,dsmn,ptk,stk,title,image_url,about,date_generated,download_title,download_url
"usdm-2003-04-15","usdm","2003","04-15","USDM for 2003-04-15","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-04-15.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2003-04-15","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-04-22","usdm","2003","04-22","USDM for 2003-04-22","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-04-22.png","","2003-04-22","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-04-29","usdm","2003","04-29","USDM for 2003-04-29","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-04-29.png","At night was come in-to that hostelrye wel nyne and twenty in a compaignye, of sondry folk, by aventure y-falle.","2003-04-29","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-05-06","usdm","2003","05-06","USDM for 2003-05-06","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-05-06.png","","2003-05-06","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-05-13","usdm","2003","05-13","USDM for 2003-05-13","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-05-13.png","And shortly, whan the sonne was to reste, so hadde I spoken with hem everichon, that I was of hir felawshipe anon, and made forward erly for to ryse, to take our wey, ther as I yow devyse.","2003-05-13","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-05-20","usdm","2003","05-20","USDM for 2003-05-20","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-05-20.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2003-05-20","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-05-27","usdm","2003","05-27","USDM for 2003-05-27","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-05-27.png","","2003-05-27","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-06-03","usdm","2003","06-03","USDM for 2003-06-03","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-06-03.png","A knight ther was, and that a worthy man, that fro the tyme that he first bigan to ryden out, he loved chivalrye, trouthe and honour, fredom and curteisye.","2003-06-03","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-06-10","usdm","2003","06-10","USDM for 2003-06-10","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-06-10.png","","2003-06-10","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-06-17","usdm","2003","06-17","USDM for 2003-06-17","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-06-17.png","Whan that aprille with his shoures soote the droghte of marche hath perced to the roote, and bathed every veyne in swich licour, of which vertu engendred is the flour.","2003-06-17","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-06-24","usdm","2003","06-24","USDM for 2003-06-24","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-06-24.png","Whan zephirus eek with his swete breeth inspired hath in every holt and heeth the tendre croppes, and the yonge sonne hath in the ram his halfe cours y-ronne, and smale fowles maken melodye.","2003-06-24","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-07-01","usdm","2003","07-01","USDM for 2003-07-01","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-07-01.png","","2003-07-01","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-07-08","usdm","2003","07-08","USDM for 2003-07-08","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-07-08.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2003-07-08","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-07-15","usdm","2003","07-15","USDM for 2003-07-15","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-07-15.png","","2003-07-15","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-07-22","usdm","2003","07-22","USDM for 2003-07-22","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-07-22.png","At night was come in-to that hostelrye wel nyne and twenty in a compaignye, of sondry folk, by aventure y-falle.","2003-07-22","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-07-29","usdm","2003","07-29","USDM for 2003-07-29","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-07-29.png","In felawshipe, and pilgrims were they alle, that toward caunterbury wolden ryde; the chambres and the stables weren wyde, and wel we weren esed atte beste.","2003-07-29","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-08-05","usdm","2003","08-05","USDM for 2003-08-05","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-08-05.png","","2003-08-05","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-08-12","usdm","2003","08-12","USDM for 2003-08-12","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-08-12.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2003-08-12","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-08-19","usdm","2003","08-19","USDM for 2003-08-19","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-08-19.png","","2003-08-19","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-08-26","usdm","2003","08-26","USDM for 2003-08-26","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-08-26.png","A knight ther was, and that a worthy man, that fro the tyme that he first bigan to ryden out, he loved chivalrye, trouthe and honour, fredom and curteisye.","2003-08-26","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-09-02","usdm","2003","09-02","USDM for 2003-09-02","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-09-02.png","Ful worthy was he in his lordes werre, and thereto hadde he riden (no man ferre) as wel in cristendom as hethenesse, and evere honoured for his worthinesse.","2003-09-02","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-09-09","usdm","2003","09-09","USDM for 2003-09-09","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-09-09.png","","2003-09-09","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-09-16","usdm","2003","09-16","USDM for 2003-09-16","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-09-16.png","Whan zephirus eek with his swete breeth inspired hath in every holt and heeth the tendre croppes, and the yonge sonne hath in the ram his halfe cours y-ronne, and smale fowles maken melodye.","2003-09-16","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-09-23","usdm","2003","09-23","USDM for 2003-09-23","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-09-23.png","","2003-09-23","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-09-30","usdm","2003","09-30","USDM for 2003-09-30","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-09-30.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2003-09-30","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-10-07","usdm","2003","10-07","USDM for 2003-10-07","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-10-07.png","Bifel that, in that sesoun on a day, in southwerk at the tabard as I lay redy to wenden on my pilgrimage to caunterbury with ful devout corage.","2003-10-07","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-10-14","usdm","2003","10-14","USDM for 2003-10-14","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-10-14.png","","2003-10-14","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-10-21","usdm","2003","10-21","USDM for 2003-10-21","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-10-21.png","In felawshipe, and pilgrims were they alle, that toward caunterbury wolden ryde; the chambres and the stables weren wyde, and wel we weren esed atte beste.","2003-10-21","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-10-28","usdm","2003","10-28","USDM for 2003-10-28","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-10-28.png","","2003-10-28","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-11-04","usdm","2003","11-04","USDM for 2003-11-04","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-11-04.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2003-11-04","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-11-11","usdm","2003","11-11","USDM for 2003-11-11","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-11-11.png","Of ech of hem, so as it semed me, and whiche they weren, and of what degree; and eek in what array that they were inne: and at a knight than wol I first biginne.","2003-11-11","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-11-18","usdm","2003","11-18","USDM for 2003-11-18","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-11-18.png","","2003-11-18","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-11-25","usdm","2003","11-25","USDM for 2003-11-25","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-11-25.png","Ful worthy was he in his lordes werre, and thereto hadde he riden (no man ferre) as wel in cristendom as hethenesse, and evere honoured for his worthinesse.","2003-11-25","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-12-02","usdm","2003","12-02","USDM for 2003-12-02","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-12-02.png","","2003-12-02","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-12-09","usdm","2003","12-09","USDM for 2003-12-09","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-12-09.png","Whan zephirus eek with his swete breeth inspired hath in every holt and heeth the tendre croppes, and the yonge sonne hath in the ram his halfe cours y-ronne, and smale fowles maken melodye.","2003-12-09","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-12-16","usdm","2003","12-16","USDM for 2003-12-16","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-12-16.png","That slepen al the night with open ye, so priketh hem nature in hir corages: than longen folk to goon on pilgrimages, and palmers for to seken straunge strondes, to ferne halwes, couthe in sondry londes.","2003-12-16","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-12-23","usdm","2003","12-23","USDM for 2003-12-23","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-12-23.png","","2003-12-23","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2003-12-30","usdm","2003","12-30","USDM for 2003-12-30","http://datasnapshots-images.nemac.com:8080/usdm/620/2003/usdm--620--2003-12-30.png","Bifel that, in that sesoun on a day, in southwerk at the tabard as I lay redy to wenden on my pilgrimage to caunterbury with ful devout corage.","2003-12-30","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-01-06","usdm","2004","01-06","USDM for 2004-01-06","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-01-06.png","","2004-01-06","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-01-13","usdm","2004","01-13","USDM for 2004-01-13","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-01-13.png","In felawshipe, and pilgrims were they alle, that toward caunterbury wolden ryde; the chambres and the stables weren wyde, and wel we weren esed atte beste.","2004-01-13","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-01-20","usdm","2004","01-20","USDM for 2004-01-20","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-01-20.png","And shortly, whan the sonne was to reste, so hadde I spoken with hem everichon, that I was of hir felawshipe anon, and made forward erly for to ryse, to take our wey, ther as I yow devyse.","2004-01-20","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-01-27","usdm","2004","01-27","USDM for 2004-01-27","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-01-27.png","","2004-01-27","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-02-03","usdm","2004","02-03","USDM for 2004-02-03","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-02-03.png","Of ech of hem, so as it semed me, and whiche they weren, and of what degree; and eek in what array that they were inne: and at a knight than wol I first biginne.","2004-02-03","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-02-10","usdm","2004","02-10","USDM for 2004-02-10","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-02-10.png","","2004-02-10","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-02-17","usdm","2004","02-17","USDM for 2004-02-17","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-02-17.png","Ful worthy was he in his lordes werre, and thereto hadde he riden (no man ferre) as wel in cristendom as hethenesse, and evere honoured for his worthinesse.","2004-02-17","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-02-24","usdm","2004","02-24","USDM for 2004-02-24","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-02-24.png","Whan that aprille with his shoures soote the droghte of marche hath perced to the roote, and bathed every veyne in swich licour, of which vertu engendred is the flour.","2004-02-24","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-03-02","usdm","2004","03-02","USDM for 2004-03-02","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-03-02.png","","2004-03-02","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-03-09","usdm","2004","03-09","USDM for 2004-03-09","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-03-09.png","That slepen al the night with open ye, so priketh hem nature in hir corages: than longen folk to goon on pilgrimages, and palmers for to seken straunge strondes, to ferne halwes, couthe in sondry londes.","2004-03-09","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-03-16","usdm","2004","03-16","USDM for 2004-03-16","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-03-16.png","","2004-03-16","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-03-23","usdm","2004","03-23","USDM for 2004-03-23","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-03-23.png","Bifel that, in that sesoun on a day, in southwerk at the tabard as I lay redy to wenden on my pilgrimage to caunterbury with ful devout corage.","2004-03-23","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-03-30","usdm","2004","03-30","USDM for 2004-03-30","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-03-30.png","At night was come in-to that hostelrye wel nyne and twenty in a compaignye, of sondry folk, by aventure y-falle.","2004-03-30","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-04-06","usdm","2004","04-06","USDM for 2004-04-06","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-04-06.png","","2004-04-06","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-04-13","usdm","2004","04-13","USDM for 2004-04-13","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-04-13.png","And shortly, whan the sonne was to reste, so hadde I spoken with hem everichon, that I was of hir felawshipe anon, and made forward erly for to ryse, to take our wey, ther as I yow devyse.","2004-04-13","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-04-20","usdm","2004","04-20","USDM for 2004-04-20","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-04-20.png","","2004-04-20","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-04-27","usdm","2004","04-27","USDM for 2004-04-27","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-04-27.png","Of ech of hem, so as it semed me, and whiche they weren, and of what degree; and eek in what array that they were inne: and at a knight than wol I first biginne.","2004-04-27","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-05-04","usdm","2004","05-04","USDM for 2004-05-04","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-05-04.png","A knight ther was, and that a worthy man, that fro the tyme that he first bigan to ryden out, he loved chivalrye, trouthe and honour, fredom and curteisye.","2004-05-04","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-05-11","usdm","2004","05-11","USDM for 2004-05-11","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-05-11.png","","2004-05-11","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-05-18","usdm","2004","05-18","USDM for 2004-05-18","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-05-18.png","Whan that aprille with his shoures soote the droghte of marche hath perced to the roote, and bathed every veyne in swich licour, of which vertu engendred is the flour.","2004-05-18","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-05-25","usdm","2004","05-25","USDM for 2004-05-25","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-05-25.png","","2004-05-25","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-06-01","usdm","2004","06-01","USDM for 2004-06-01","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-06-01.png","That slepen al the night with open ye, so priketh hem nature in hir corages: than longen folk to goon on pilgrimages, and palmers for to seken straunge strondes, to ferne halwes, couthe in sondry londes.","2004-06-01","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-06-08","usdm","2004","06-08","USDM for 2004-06-08","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-06-08.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2004-06-08","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-06-15","usdm","2004","06-15","USDM for 2004-06-15","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-06-15.png","","2004-06-15","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-06-22","usdm","2004","06-22","USDM for 2004-06-22","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-06-22.png","At night was come in-to that hostelrye wel nyne and twenty in a compaignye, of sondry folk, by aventure y-falle.","2004-06-22","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-06-29","usdm","2004","06-29","USDM for 2004-06-29","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-06-29.png","","2004-06-29","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-07-06","usdm","2004","07-06","USDM for 2004-07-06","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-07-06.png","And shortly, whan the sonne was to reste, so hadde I spoken with hem everichon, that I was of hir felawshipe anon, and made forward erly for to ryse, to take our wey, ther as I yow devyse.","2004-07-06","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-07-13","usdm","2004","07-13","USDM for 2004-07-13","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-07-13.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2004-07-13","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-07-20","usdm","2004","07-20","USDM for 2004-07-20","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-07-20.png","","2004-07-20","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-07-27","usdm","2004","07-27","USDM for 2004-07-27","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-07-27.png","A knight ther was, and that a worthy man, that fro the tyme that he first bigan to ryden out, he loved chivalrye, trouthe and honour, fredom and curteisye.","2004-07-27","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-08-03","usdm","2004","08-03","USDM for 2004-08-03","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-08-03.png","","2004-08-03","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-08-10","usdm","2004","08-10","USDM for 2004-08-10","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-08-10.png","Whan that aprille with his shoures soote the droghte of marche hath perced to the roote, and bathed every veyne in swich licour, of which vertu engendred is the flour.","2004-08-10","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-08-17","usdm","2004","08-17","USDM for 2004-08-17","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-08-17.png","Whan zephirus eek with his swete breeth inspired hath in every holt and heeth the tendre croppes, and the yonge sonne hath in the ram his halfe cours y-ronne, and smale fowles maken melodye.","2004-08-17","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-08-24","usdm","2004","08-24","USDM for 2004-08-24","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-08-24.png","","2004-08-24","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-08-31","usdm","2004","08-31","USDM for 2004-08-31","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-08-31.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2004-08-31","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-09-07","usdm","2004","09-07","USDM for 2004-09-07","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-09-07.png","","2004-09-07","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-09-14","usdm","2004","09-14","USDM for 2004-09-14","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-09-14.png","At night was come in-to that hostelrye wel nyne and twenty in a compaignye, of sondry folk, by aventure y-falle.","2004-09-14","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-09-21","usdm","2004","09-21","USDM for 2004-09-21","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-09-21.png","In felawshipe, and pilgrims were they alle, that toward caunterbury wolden ryde; the chambres and the stables weren wyde, and wel we weren esed atte beste.","2004-09-21","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-09-28","usdm","2004","09-28","USDM for 2004-09-28","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-09-28.png","","2004-09-28","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-10-05","usdm","2004","10-05","USDM for 2004-10-05","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-10-05.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2004-10-05","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-10-12","usdm","2004","10-12","USDM for 2004-10-12","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-10-12.png","","2004-10-12","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-10-19","usdm","2004","10-19","USDM for 2004-10-19","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-10-19.png","A knight ther was, and that a worthy man, that fro the tyme that he first bigan to ryden out, he loved chivalrye, trouthe and honour, fredom and curteisye.","2004-10-19","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-10-26","usdm","2004","10-26","USDM for 2004-10-26","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-10-26.png","Ful worthy was he in his lordes werre, and thereto hadde he riden (no man ferre) as wel in cristendom as hethenesse, and evere honoured for his worthinesse.","2004-10-26","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-11-02","usdm","2004","11-02","USDM for 2004-11-02","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-11-02.png","","2004-11-02","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-11-09","usdm","2004","11-09","USDM for 2004-11-09","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-11-09.png","Whan zephirus eek with his swete breeth inspired hath in every holt and heeth the tendre croppes, and the yonge sonne hath in the ram his halfe cours y-ronne, and smale fowles maken melodye.","2004-11-09","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-11-16","usdm","2004","11-16","USDM for 2004-11-16","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-11-16.png","","2004-11-16","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-11-23","usdm","2004","11-23","USDM for 2004-11-23","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-11-23.png","And specially, from every shires ende of engelond, to caunterbury they wende, the holy blisful martir for to seke, that hem hath holpen, whan that they were seke.","2004-11-23","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-11-30","usdm","2004","11-30","USDM for 2004-11-30","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-11-30.png","Bifel that, in that sesoun on a day, in southwerk at the tabard as I lay redy to wenden on my pilgrimage to caunterbury with ful devout corage.","2004-11-30","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-12-07","usdm","2004","12-07","USDM for 2004-12-07","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-12-07.png","","2004-12-07","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-12-14","usdm","2004","12-14","USDM for 2004-12-14","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-12-14.png","In felawshipe, and pilgrims were they alle, that toward caunterbury wolden ryde; the chambres and the stables weren wyde, and wel we weren esed atte beste.","2004-12-14","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-12-21","usdm","2004","12-21","USDM for 2004-12-21","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-12-21.png","","2004-12-21","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2004-12-28","usdm","2004","12-28","USDM for 2004-12-28","http://datasnapshots-images.nemac.com:8080/usdm/620/2004/usdm--620--2004-12-28.png","But natheles, whyl I have tyme and space, er that I ferther in this tale pace, me thinketh it acordaunt to resoun, to telle yew al the condicioun.","2004-12-28","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2005-01-04","usdm","2005","01-04","USDM for 2005-01-04","http://datasnapshots-images.nemac.com:8080/usdm/620/2005/usdm--620--2005-01-04.png","Of ech of hem, so as it semed me, and whiche they weren, and of what degree; and eek in what array that they were inne: and at a knight than wol I first biginne.","2005-01-04","620 PX, 940 PX, High res","example.com,example.com,example.com"
"usdm-2005-01-11","usdm","2005","01-11","USDM for 2005-01-11","http://datasnapshots-images.nemac.com:8080/usdm/620/2005/usdm--620--2005-01-11.png","","2005-01-11","620 PX, 940 PX, High res","example.com,example.com,example.com"
